class	field	offset
NPCPrefsRare	m_bossNameTextureName	0x54
NPCPrefsRare	m_sndBoltHitTauntNoDamage	0x58
NPCShock	m_cue	0x0
NPCShock	m_playCueEachTime	0x4
NPCShock	m_fx	0x8
NPCShock	m_spawnIntervalLo	0x10
NPCShock	m_extraKillTime	0x10
NPCShock	m_spawnIntervalHi	0x14
NPCShock	m_numArcsToTarget	0x14
NPCShock	m_lifeTimeLo	0x18
NPCShock	m_duration_Charging	0x18
NPCShock	m_lifeTimeHi	0x1C
NPCShock	m_duration_Firing	0x1C
NPCShock	m_source	0x20
NPCShock	m_duration_Recover	0x20
NPCShock	m_dest	0x24
NPCShock	m_cue_still	0x24
NPCShock	m_cue_moving	0x28
NPCShock	m_fxdIdleArc	0x34
NPCShock	m_fxdIdleArc2	0x5C
NPCShock	m_fxdIdleSpark	0x84
NPCShock	m_fxdChargeLadder	0xAC
NPCShock	m_fxdChargingFX	0xD4
NPCShock	m_fxdChargedFX	0xFC
NPCShock	m_fxdFiringToTarget	0x124
NPCShock	m_fxdFiringArcs	0x14C
NPCShock	m_fxdRecoverSmoke	0x174
NPCShock	m_fxdFirePopFX	0x19C
NPCTag	m_npcPref	0x8
NPCTag	m_countToSpawn	0xC
NPCTag	m_maxAliveAtATime	0x10
NPCTag	m_minSpawnInterval	0x18
NPCTag	m_spawnScatterRadius	0x1C
NPCTag	m_randomFacing	0x20
NPCTag	m_whenNotSeen	0x21
NPCTag	m_maxDistanceFromHome	0x24
NPCTag	m_script	0x44
NPCTag	m_radarLocationInPurgatory	0x54
NPCTag	m_feetFixed	0x58
NPCWeaponPrefs	m_weaponType	0x178
NPCWeaponPrefs	m_fireRate	0x17C
NPCWeaponPrefs	m_fireFromTextkeys	0x180
NPCWeaponPrefs	m_reloadTime	0x184
NPCWeaponPrefs	m_reloadTimeMax	0x188
NPCWeaponPrefs	m_hitConeAngleXY	0x18C
NPCWeaponPrefs	m_hitConeAngleZ	0x190
NPCWeaponPrefs	m_hitConeHeight	0x194
NPCWeaponPrefs	m_minDistance	0x198
NPCWeaponPrefs	m_spawnPref	0x19C
NPCWeaponPrefs	m_countdown	0x1A4
NPCWeaponPrefs	m_accuracyWidth	0x1A8
NPCWeaponPrefs	m_missTime	0x1AC
NPCWeaponPrefs	m_actorTargetDetail	0x1B0
NPCWeaponPrefs	m_leadWithAverageVelocity	0x1B4
NPCWeaponPrefs	m_glokAttackSndPref	0x1B8
NPCWeaponPrefs	m_glokAttackRmbPref	0x1BC
NPCWeaponPrefs	m_glokAttackFXPref	0x1C0
NPCWeaponPrefs	m_jumpBackTimeOverride	0x1C4
NPCWeaponPrefs	m_subWeaponPrefs	0x1C8
NPCWeaponPrefs	m_subBoltPrefs	0x1CC
NPCWeaponPrefs	m_loopingFireEffectAttachBoneOverride	0x1D4
NPCWeaponPrefs	m_glokMeleeFireDelayFromSubWeapon	0x1F4
NPCWeaponPrefs	m_hitFlashTextureName	0x1F8
NPCWeaponPrefs	m_hitFlashWidth	0x200
NPCWeaponPrefs	m_hitFlashHeight	0x204
NPCWeaponPrefs	m_hitFlashCount	0x208
OrbitCamera	m_facialPoseList	0x4
OrbitCamera	m_species	0x8
OrbitCamera	m_gibEffectName	0xC
OrbitCamera	m_gibSoundName	0x10
OrbitCamera	m_gibRumbleName	0x14
OrbitCamera	m_splashVelocity	0x20
OrbitCamera	m_splashEffectName	0x24
OrbitCamera	m_smallSplashEffectName	0x28
OrbitCamera	m_drownEffectName	0x2C
OrbitCamera	m_sinkEffectName	0x30
OrbitCamera	m_rammedEffectName	0x34
OrbitCamera	m_minRandomSpeechPitch	0x4C
OrbitCamera	m_maxRandomSpeechPitch	0x50
OrbitCamera	m_cocoonPath	0x54
OrbitCamera	m_wrapPath	0x58
OrbitCamera	m_cocoonMouthPath	0x5C
OrbitCamera	m_wrapEffectPath	0x60
OrbitCamera	m_breakFreeEffectPath	0x64
ParticleSystem	m_spawnPosConstraint	0x58
ParticleSystem	m_spawnDirConstraint	0x5C
ParticleSystem	m_durationType	0x60
ParticleSystem	m_scrollSpeed	0x60
ParticleSystem	m_suctionMode	0x68
ParticleSystem	m_particleLifetimeType	0x6C
ParticleSystem	m_maxParticleCount	0x70
ParticleSystem	m_minSpawnVelocity	0x74
ParticleSystem	m_maxSpawnVelocity	0x78
ParticleSystem	m_minSpawnPitch	0x7C
ParticleSystem	m_maxSpawnPitch	0x80
ParticleSystem	m_minSpawnYaw	0x84
ParticleSystem	m_maxSpawnYaw	0x88
ParticleSystem	m_spawnSize	0x8C
ParticleSystem	m_finalSize	0x90
ParticleSystem	m_spawnAcceleration	0x94
ParticleSystem	m_spawnColor	0xA0
ParticleSystem	m_midColor	0xA4
ParticleSystem	m_spawnAngle	0xE0
ParticleSystem	m_spawnDirection	0xE4
ParticleSystem	m_particleAngularVelocity	0xF0
ParticleSystem	m_initSpawnCount	0xF4
ParticleSystem	m_spawnRate	0xF8
ParticleSystem	m_spawnDuration	0xFC
ParticleSystem	m_colorPass	0x14B
ParticleSystem	m_useRelativeVelocity	0x14C
ParticleSystem	m_ignoreWindVelocity	0x14D
ParticleSystem	m_screenAligned	0x14E
ParticleSystem	m_dontTransformAccel	0x14F
ParticleSystem	m_suctionPoint	0x168
ParticleSystem	m_particleEffectName	0x174
ParticleSystem	m_particleDeathEffectName	0x17C
ParticleSystem	m_lockSpawnToCurrentPosition	0x184
ParticleSystem	m_spawnPoint1	0x188
ParticleSystem	m_spawnPoint2	0x194
PhysParticleSystem	m_position	0xC
PhysParticleSystem	m_fadeInPercent	0x24
PhysParticleSystem	m_fadeOutPercent	0x28
PhysParticleSystem	m_dimension	0x2C
PhysParticleSystem	m_dimensionVelocity	0x34
PhysParticleSystem	m_startColor	0x44
PhysParticleSystem	m_density	0x7C
PhysParticleSystem	m_particleCount	0xA4
PhysParticleSystem	m_particleCountFactor	0xA8
PhysParticleSystem	m_avgVelocity	0xAC
PhysParticleSystem	m_avgVelocityFactor	0xB8
PhysParticleSystem	m_avgSpeed	0xC4
PhysParticleSystem	m_avgSpeedFactor	0xC8
PhysParticleSystem	m_avgRotationalSpeed	0xCC
PhysParticleSystem	m_avgRotationalSpeedFactor	0xD0
PhysParticleSystem	m_impactSnd	0xD8
PhysParticleSystem	m_impactSndWater	0xE0
PipeTag	m_active	0x60
PipeTag	m_blinking	0x61
PipeTag	m_blinkFreq	0x64
PipeTag	m_blipColor	0x68
PipeTag	m_useFacing	0x74
PipeTag	m_drawSightCone	0x78
PipeTag	m_npcPrefsToken	0x7C
PlayerArmorPrefs	m_buckAttack	0x1C
PlayerArmorPrefs	m_headButt	0xC4
PlayerArmorPrefs	m_punch	0x16C
PlayerArmorPrefs	m_ram	0x214
PlayerArmorPrefs	m_knuckleAttachment	0x2BC
PlayerPrefs	m_beast	0x8C
PlayerPrefs	m_stranger	0x2E0
PlayerPrefs	m_shakeDuration	0x374
PlayerPrefs	m_shakeWaitAfterLastDamage	0x378
PlayerPrefs	m_shakeExtraDurationFraction	0x37C
PlayerPrefs	m_endurance_ShakePerHealth	0x380
PlayerPrefs	m_endurance_3rdPersonLeftTrigger	0x384
PlayerPrefs	m_endurance_3rdPersonRightTrigger	0x388
PlayerPrefs	m_enduranceRegenRate	0x38C
PlayerPrefs	m_enduranceRegenMaxVel	0x390
PlayerPrefs	m_shakenBoltAverageSpeed	0x394
PlayerPrefs	m_rmbShakeOffFirstPerson	0x398
PlayerPrefs	m_rmbShakeOffThirdPerson	0x39C
PlayerPrefs	m_rmbDeath	0x3A0
PlayerPrefs	m_dofRange	0x3A4
PlayerPrefs	m_dofRangeDistanceAdd	0x3A8
PlayerPrefs	m_zoomMaxDist1	0x3AC
PlayerPrefs	m_zoomMaxDist2	0x3B0
PlayerPrefs	m_zoomRayRadius	0x3B4
PlayerPrefs	m_numDOFFilterPasses	0x3B8
PlayerPrefs	m_dofUVOffset	0x3BC
PlayerPrefs	m_dofDistanceLerpSpeed	0x3C0
PlayerPrefs	m_maxDofDistanceIfNoCollision	0x3C4
PlayerPrefs	m_hudAlphaFadeInTime	0x3C8
PlayerPrefs	m_hudAlphaFadeOutTime	0x3CC
PlayerPrefs	m_hudDisplayTime	0x3D0
PlayerPrefs	m_iconSizeRampTime	0x3D4
PlayerPrefs	m_hudCenterX	0x3D8
PlayerPrefs	m_hudCenterY	0x3DC
PlayerPrefs	m_hudDamageRadius	0x3E0
PlayerPrefs	m_hudSpecialRadius	0x3E4
PlayerPrefs	m_hudDamageSpinRate	0x3E8
PlayerPrefs	m_inactiveIconScale	0x3EC
PlayerPrefs	m_activeIconSize	0x3F0
PlayerPrefs	m_hudSmallTextSize	0x3F4
PlayerPrefs	m_hudLargeTextSize	0x3F8
QuadAnimationControl	m_lerpTime	0x0
QuadAnimationControl	m_ambientShadow	0x4
QuadAnimationControl	m_selfShadow	0x8
QuadAnimationControl	m_fogColor	0xC
QuadAnimationControl	m_fogStart	0x1C
QuadAnimationControl	m_fogEnd	0x20
QuadAnimationControl	m_heightFogXYDistToMaxFog	0x24
QuadAnimationControl	m_heightFogDepthToMaxFog	0x28
QuadAnimationControl	m_heightFogHeight	0x2C
QuadAnimationControl	m_heightFogColor	0x30
QuadAnimationControl	m_dofDistance	0x40
QuadAnimationControl	m_allowFreeMovement	0x48
QuadAnimationControl	m_reflectionMapName	0x4C
QuadAnimationControl	m_maxHunters	0x50
QuadAnimationControl	m_cloudShadowName	0x54
QuadAnimationControl	m_cloudShadowEnabled	0x58
QuadAnimationControl	m_cloudShadowStrength	0x5C
QuadAnimationControl	m_cloudShadowRot	0x60
QuadAnimationControl	m_cloudShadowSpeed	0x64
QuadAnimationControl	m_cloudShadowTiling	0x68
QuadAnimationControl	m_cloudShadowSingleColorScale	0x6C
QuadAnimationControl	m_distantSingleLightViewColor	0x70
QuadAnimationControl	m_distortionScale	0x80
QuadAnimationControl	m_glareStartFade	0x84
QuadAnimationControl	m_glareEndFade	0x88
QuadAnimationControl	m_transFadeOutOverrideStart	0x98
QuadAnimationControl	m_transFadeOutOverrideEnd	0x9C
QuadAnimationControl	m_baseMusicIndex	0x1D4
QuadAnimationControl	m_tensionMusicIndex	0x1D8
QuadAnimationControl	m_battleMusicIndex	0x1DC
QuadAnimationControl	m_waterMurkStrength	0x1E0
QuadAnimationControl	m_waterMurkMinStrength	0x1E4
QuadAnimationControl	m_waterMurkColor	0x1E8
QuadAnimationControl	m_surfaceSparkleFar	0x1F8
QuadAnimationControl	m_surfaceSparkleNear	0x1FC
QuadAnimationControl	m_surfaceSparkleRadius	0x200
QuadAnimationControl	m_surfaceSparkleDensity	0x204
QuadAnimationControl	m_surfaceSparkleVerticalOffset	0x208
QuadAnimationControl	m_surfaceSparkleColor	0x20C
QuadAnimationControl	m_cloudShadowStartFade	0x21C
QuadAnimationControl	m_cloudShadowEndFade	0x220
QuadAnimationControl	m_shadowMapStartFade	0x224
QuadAnimationControl	m_shadowMapEndFade	0x228
QuadAnimationControl	m_critterCuePrefs	0x22C
QuadAnimationControl	m_gameControlZone	0x230
RadarPrefs	m_writeWarningPosX	0x0
RadarPrefs	m_writeWarningPosY	0x4
RadarPrefs	m_writeWarningSizeScale	0x8
RadarPrefs	m_writeWarningTextureName	0xC
RegroupTag	m_regroupSpotFor	0x60
RegroupTag	m_occupancyLimit	0x64
RenderContext	m_r	0x0
RenderContext	m_g	0x4
RenderContext	m_b	0x8
RenderContext	m_a	0xC
RenderTarget	m_uvSpeed1	0x8
RenderTarget	m_uvSpeed2	0x10
RenderTarget	m_uvSpeed3	0x18
RenderTarget	m_degreesFullFog	0x20
RenderTarget	m_degreesNoFog	0x24
RenderTarget	m_cloudParallax1	0x28
RenderTarget	m_cloudParallax2	0x2C
RenderTarget	m_cloudTiling1	0x30
RenderTarget	m_cloudTiling2	0x34
RenderTarget	m_cloudTiling3	0x38
RenderTarget	m_colorBase	0x3C
RenderTarget	m_colorTop	0x4C
RenderTarget	m_colorSun	0x5C
RenderTarget	m_colorBaseCloud	0x6C
RenderTarget	m_colorSunCloud	0x7C
RenderTarget	m_colorInvSunCloud	0x8C
RenderTarget	m_overrideFog	0x9C
RenderTarget	m_overrideFogColor	0xA0
RenderTarget	m_texName1	0xB0
RenderTarget	m_texName2	0xB4
RenderTarget	m_texName3	0xB8
RenderTarget	m_sunBlobSizeMin	0xBC
RenderTarget	m_sunBlobSizeMax	0xC0
RenderTarget	m_sunSpikeSizeMin	0xC4
RenderTarget	m_sunSpikeSizeMax	0xC8
RenderTarget	m_sunBlobColor1	0xCC
RenderTarget	m_sunBlobColor2	0xDC
RenderTarget	m_sunBlobIntensity	0xEC
RenderTarget	m_sunSpikeColor1	0xF0
RenderTarget	m_sunSpikeColor2	0x100
RenderTarget	m_sunSpikeIntensity	0x110
RenderTarget	m_sunBlobSpeed1	0x114
RenderTarget	m_sunBlobSpeed2	0x118
RumblePrefs	m_shakePlayerWeapon	0x10
RumblePrefs	m_persistent	0x11
RumblePrefs	m_controllerSpatialization	0x18
RumblePrefs	m_screenSpatialization	0x1C
RumblePrefs	m_baseFOVScaleDegrees	0x24
RumblePrefs	m_controllerLeft	0x28
RumblePrefs	m_controllerRight	0x58
RumblePrefs	m_screenHorizontal	0x88
RumblePrefs	m_screenVertical	0xB8
RumblePrefs	m_screenRandomUseGaussian	0xE8
RumblePrefs	m_screenRandomRotRange	0xEC
RumblePrefs	m_screenRandomRotOffset	0xF0
RumblePrefs	m_screenRandomRotBleedbackTime	0xF4
ScriptVolumeTag	m_execCount	0x6C
ScriptVolumeTag	m_playerSpeechCue	0x70
SimpleActivatableInstanceTag	m_activateTarget	0x8
SimpleActivatableInstanceTag	m_triggerType	0xC
SimpleActivatableInstanceTag	m_desiredState	0x10
SkyPrefs	m_skyStretch	0x10
SkyPrefs	m_skyDownFrac	0x14
SkyPrefs	m_flaresAdditive	0x18
SkyPrefs	m_flaresTweakSize	0x1C
SkyPrefs	m_flares	0x20
SkyPrefs	m_skyParams	0x2C
SnapIn	m_timeoutTransition	0x8
SnapIn	m_triggerDownTransition	0xC
SnapIn	m_states	0x10
SnapIn	m_triggerUpTransition	0x10
SnapIn	m_weaponEmptyTransition	0x14
SnapIn	m_weaponLoadedTransition	0x18
SparkParticleSystem	m_sparkThickness	0x1A4
SparkParticleSystem	m_sparkBounceFactor	0x1A8
SparkParticleSystem	m_sparkTipRadius	0x1AC
SparkParticleSystem	m_sparkLeadThickness	0x1B0
SparkParticleSystem	m_sparkTailThickness	0x1B4
SparkParticleSystem	m_sparkGlareThickness	0x1B8
SparkParticleSystem	m_sparkLength	0x1BC
SparkParticleSystem	m_sparkGlareLength	0x1C0
SparkParticleSystem	m_sparkTailStartColor	0x1C4
SparkParticleSystem	m_sparkTailEndColor	0x1C8
SparkParticleSystem	m_sparkTipStartColor	0x1CC
SparkParticleSystem	m_sparkTipEndColor	0x1D0
SparkParticleSystem	m_collideMod	0x1D4
SparkParticleSystem	m_sparkTailTextureName	0x1D8
SpotLightTag	m_color	0x60
SpotLightTag	m_intensity	0x70
SpotLightTag	m_normalHardness	0x74
SpotLightTag	m_maxIntensity	0x7C
SpotLightTag	m_shadows	0x80
SpotLightTag	m_affectsRT	0x81
SpotLightTag	m_affectsLM	0x82
SpotLightTag	m_fill	0x83
SpotLightTag	m_indoor	0x84
SpotLightTag	m_direction	0x88
SpotLightTag	m_innerAngle	0x94
SpotLightTag	m_outerAngle	0x98
StaticObject	m_id	0x0
StaticObject	m_priceOverride	0x4
StaticObject	m_quantity	0x8
StorePrefs	m_itemDefaultsAmmo	0x14
StorePrefs	m_itemDefaultsArmor	0x20
StorePrefs	m_itemDefaultsUpgrades	0x2C
StorePrefs	m_itemDefaultsOther	0x38
TagIlluminationTag	m_illuminationColor	0xC
TagIlluminationTag	m_width	0x60
TagIlluminationTag	m_depth	0x64
TagIlluminationTag	m_height	0x68
TagIlluminationTag	m_leftSpline	0x8C
TagIlluminationTag	m_rightSpline	0xB4
TagIlluminationTag	m_metaData	0xDC
TagIlluminationTag	m_flowRate	0xE8
TextOverlayPrefs	m_texture	0x0
TextOverlayPrefs	m_xAdvance	0xC
TextOverlayPrefs	m_yAdvance	0x10
TextOverlayPrefs	m_backgroundColor	0x10
TextOverlayPrefs	m_xOffset	0x14
TextOverlayPrefs	m_edgeColor	0x14
TextOverlayPrefs	m_yOffset	0x18
TextOverlayPrefs	m_textColor	0x18
TextOverlayPrefs	m_pressAbackgroundColor	0x1C
TextOverlayPrefs	m_pressAedgeColor	0x20
TextOverlayPrefs	m_pressAtextColor	0x24
TextOverlayPrefs	m_edgeThickness	0x28
TextOverlayPrefs	m_scaleDuration	0x2C
TextOverlayPrefs	m_openDuration	0x30
TextOverlayPrefs	m_doTwoStepScale	0x3C
TextOverlayPrefs	m_fontHeight	0x40
TextOverlayPrefs	m_fontHeightPadding	0x44
TextOverlayPrefs	m_maxLineWidth	0x48
TextOverlayPrefs	m_fadeRate	0x4C
TextOverlayPrefs	m_minBottomInset	0x50
TextOverlayPrefs	m_maxVerticalExpansion	0x54
TextOverlayPrefs	m_verticalExpansionRate	0x58
TextOverlayPrefs	m_rectangles	0x5C
TextOverlayPrefs	m_highlights	0x68
TextOverlayPrefs	m_icons	0x74
TownPanicController	m_fractionSpawned	0x4
TownPanicController	m_minSpeed	0x8
TownPanicController	m_minSpeedRate	0xC
TownPanicController	m_maxSpeed	0x10
TownPanicController	m_maxSpeedRate	0x14
TownPanicController	m_numParticles	0x18
TownPanicController	m_randomRadius	0x1C
TownPanicController	m_minSize	0x20
TownPanicController	m_maxSize	0x24
TownPanicController	m_minSpin	0x28
TownPanicController	m_maxSpin	0x2C
TownPanicPrefs	m_mySpecies	0x10
TownPanicPrefs	m_minDistToSteefSqr	0x14
TownPanicPrefs	m_timeBetweenTurretActivates	0x18
TownPanicPrefs	m_growRadiusBy	0x1C
TownPanicPrefs	m_beginningRadius	0x20
TownPanicPrefs	m_radiusMax	0x24
TownPanicPrefs	m_followTeleportals	0x28
TownPanicPrefs	m_panicForever	0x29
TownPanicPrefs	m_timeBetweenTurretDeactivates	0x2C
TownPanicPrefs	m_turretDeactivateRandomness	0x30
TownPanicPrefs	m_turretFiredRecoveryTime	0x34
TownPanicPrefs	m_bellRingRecoveryTime	0x38
TownPanicPrefs	m_bellRingRecoveryTimeNoTurrets	0x3C
TownPanicPrefs	m_alarmCue	0x5C
TownPanicPrefs	m_panicOtherCue	0x60
TownPanicPrefs	m_panicSteefCue	0x64
TownPanicPrefs	m_insideOtherCue	0x68
TownPanicPrefs	m_insideSteefCue	0x6C
TownPanicPrefs	m_emergeOtherCue	0x70
TownPanicPrefs	m_emergeSteefCue	0x74
TumbleParticleSystem	m_constantVelocity	0x14
TumbleParticleSystem	m_diffuseColor	0x20
TumbleParticleSystem	m_particleDensity	0x30
TumbleParticleSystem	m_particleSize	0x34
TumbleParticleSystem	m_falloffDistance	0x38
TumbleParticleSystem	m_turbulenceCoeffVelocity	0x3C
TumbleParticleSystem	m_turbulenceFreqVelocity	0x40
TumbleParticleSystem	m_turbulenceCoeff0	0x44
TumbleParticleSystem	m_turbulenceCoeff1	0x48
TumbleParticleSystem	m_turbulenceCoeff2	0x4C
TumbleParticleSystem	m_turbulenceCoeff3	0x50
TumbleParticleSystem	m_offsetScale	0x54
VMInstanceInternal	m_speedOverride	0x4
VMInstanceInternal	m_positiveAnimPath	0x8
VMInstanceInternal	m_negativeAnimPath	0xC
VMInstanceInternal	m_rightAnimPath	0x10
VMInstanceInternal	m_leftAnimPath	0x14
WaterPrefs	m_rangeXY	0x0
WaterPrefs	m_rangeTop	0x4
WaterPrefs	m_rangeBottom	0x8
WaterPrefs	m_checkLOS	0xC
WaterPrefs	m_checkInView	0xD
WaterPrefs	m_reflectionColor	0x10
WaterPrefs	m_DBG_color	0x10
WaterPrefs	m_renderSpecular	0x14
WaterPrefs	m_specularStrength	0x18
WaterPrefs	m_minFresnel	0x1C
WaterPrefs	m_maxFresnel	0x20
WaterPrefs	m_fresnelDistanceScale	0x24
WaterPrefs	m_mipmapBias	0x28
WaterPrefs	m_distortionTex0	0x2C
WaterPrefs	m_distortionTex1	0x30
WaterPrefs	m_distortionTex2	0x34
WaterPrefs	m_distortionTexParams0	0x38
WaterPrefs	m_distortionTexParams1	0x48
WaterPrefs	m_distortionTexParams2	0x58
WeaponPrefs	m_weaponName	0x10
WeaponPrefs	m_reloadFXLeft	0x14
WeaponPrefs	m_reloadFXRight	0x18
WeaponPrefs	m_primaryProjSpeed_HACK	0x1C
WeaponPrefs	m_sniperSpeedUp_HACK	0x20
WeaponPrefs	m_altProjSpeed_HACK	0x24
WeaponPrefs	m_autoPunchEnabled	0x28
WeaponPrefs	m_rampTime	0x2C
WeaponPrefs	m_maxFriction	0x30
WeaponPrefs	m_maxAdhesion	0x34
WeaponPrefs	m_maxAssistPixels	0x38
WeaponPrefs	m_peakMagnetismDist	0x3C
WeaponPrefs	m_peakMagnetismAngle	0x40
WeaponPrefs	m_hudDisplayTimeWhenCycled	0x48
WeaponPrefs	m_hudAlphaFadeTime	0x4C
WeaponPrefs	m_hudAlphaFadeTimeWhenFired	0x50
WeaponPrefs	m_hudSwitchTime	0x54
WeaponPrefs	m_hudPreventSwitchToNext	0x58
WeaponPrefs	m_hudCursorOffsetX	0x5C
WeaponPrefs	m_hudCursorOffsetY	0x60
WeaponPrefs	m_hudCursorRadius	0x64
WeaponPrefs	m_hudUseDampedDrive	0x6C
WeaponPrefs	m_cycleTime	0x88
WeaponPrefs	m_ammoTextScale	0x8C
WeaponPrefs	m_ammoTextOffsetX	0x90
WeaponPrefs	m_ammoTextOffsetY	0x94
WeaponPrefs	m_ammoDisplayBackgroundScaleX	0x98
WeaponPrefs	m_ammoDisplayBackgroundScaleY	0x9C
WeaponPrefs	m_ammoDisplayBackgroundEmptyScaleX	0xA0
WeaponPrefs	m_ammoDisplayBackgroundEmptyScaleY	0xA4
WeaponPrefs	m_ammoDisplayTextSpacing	0xA8
WeaponPrefs	m_ammoDisplayBackgroundEndOffsetX	0xAC
WeaponPrefs	m_ammoDisplayBackgroundEndOffsetY	0xB0
WeaponPrefs	m_ammoDisplayOffsetLeftX	0xB4
WeaponPrefs	m_ammoDisplayOffsetLeftY	0xB8
WeaponPrefs	m_ammoDisplayOffsetRightX	0xBC
WeaponPrefs	m_ammoDisplayOffsetRightY	0xC0
WeaponPrefs	m_ammoLeftInfinityX	0xC4
WeaponPrefs	m_ammoLeftInfinityY	0xC8
WeaponPrefs	m_ammoStages	0x118
WeaponPrefs	m_geomConfig	0x130
WeaponPrefs	m_animConfig	0x140
WeaponPrefs	m_initialDamageLoadout	0x150
WeaponPrefs	m_initialSpecialLoadout	0x15C
Wolvark_06_5_cb_Tag_Decorator_sekto_charge_lights1	m_ringRotationRateDegrees	0x10
Wolvark_06_5_cb_Tag_Decorator_sekto_charge_lights1	m_duration_BigShot	0x18
Wolvark_06_5_cb_Tag_Decorator_sekto_charge_lights1	m_bigShotDamageRate	0x1C
Wolvark_06_5_cb_Tag_Decorator_sekto_charge_lights1	m_bigShotRayRadius	0x20
Wolvark_06_5_cb_Tag_Decorator_sekto_charge_lights1	m_bigShotKnockVel	0x24
Wolvark_06_5_cb_Tag_Decorator_sekto_charge_lights1	m_chargeObjectName	0x28
Wolvark_06_5_cb_Tag_Decorator_sekto_charge_lights1	m_laserBeamPrefsName	0x2C
WorldTag	m_zoneName	0x0
WorldTag	m_fromZone	0x0
WorldTag	m_visibleFrom	0x0
WorldTag	m_zone	0x0
WorldTag	m_geometryToken	0x0
WorldTag	m_isInside	0x4
WorldTag	m_enabledByDefault	0x4
WorldTag	m_toZone	0x4
WorldTag	m_proxyZone	0x4
WorldTag	m_adjacentZone	0x4
WorldTag	m_overrideLMDensity	0x5
WorldTag	m_localLMDensity	0x8
WorldTag	m_polygon	0x8
WorldTag	m_frameFrom	0x8
WorldTag	m_proxyZoneName	0x8
WorldTag	m_frontZone	0x14
WorldTag	m_backZone	0x18
WorldTag	m_frameTo	0x38
WorldTag	m_levelPrefs	0x60
WorldTag	m_polygonFrom	0x68
WorldTag	m_polygonTo	0x74
WorldTag	m_zoneAABB	0x240
WorldTag	m_fromTagfile	0x258
WorldTag	m_exportInfo	0x25C
WorldTag	m_smbFileNames	0x2E4
WorldTag	m_zones	0x2F0
WorldTag	m_portals	0x2FC
WorldTag	m_teleportPortals	0x308
WorldTag	m_proxyVisibility	0x314
WorldTag	m_areaAdjacency	0x320
WorldTag	m_worldGeometries	0x32C
WorldTag	m_worldIsSection	0x338
WorldTag	m_predictedPlayerStartZone	0x33C
XBowToHand	m_gameControl	0x0
XBowToHand	m_amplitude	0x0
XBowToHand	m_amplitudeMin	0x0
XBowToHand	m_enabled	0x0
XBowToHand	m_inputType	0x0
XBowToHand	m_frequency	0x4
XBowToHand	m_amplitudeMax	0x4
XBowToHand	m_ADSR_global_rand	0x4
XBowToHand	m_input_global_rand	0x4
XBowToHand	m_envelope	0x4
XBowToHand	m_offset	0x8
XBowToHand	m_amplitudeMin_rand	0x8
XBowToHand	m_interpolation	0x8
XBowToHand	m_constant	0x8
XBowToHand	m_peakLevel	0x8
XBowToHand	m_amplitude_rand	0xC
XBowToHand	m_amplitudeMax_rand	0xC
XBowToHand	m_power	0xC
XBowToHand	m_offsetDur	0xC
XBowToHand	m_sine	0xC
XBowToHand	m_frequency_rand	0x10
XBowToHand	m_delay	0x10
XBowToHand	m_offsetLevel	0x10
XBowToHand	m_offset_rand	0x14
XBowToHand	m_attackDur	0x14
XBowToHand	m_attackPeakLevel	0x18
XBowToHand	m_noise	0x18
XBowToHand	m_duration_rand	0x1C
XBowToHand	m_decayDur	0x1C
XBowToHand	m_global_rand	0x1C
XBowToHand	m_power_rand	0x20
XBowToHand	m_sustainLevel	0x20
XBowToHand	m_delay_rand	0x24
XBowToHand	m_sustainDur	0x24
XBowToHand	m_curve	0x24
XBowToHand	m_inputs	0x24
XBowToHand	m_holdBegin	0x28
XBowToHand	m_releaseDur	0x28
XBowToHand	m_holdEnd	0x29
XBowToHand	m_flip	0x2A
XBowToHand	m_releaseLevel	0x2C
XBowToHand	m_offsetDur_rand	0x30
XBowToHand	m_base	0x30
XBowToHand	m_offsetLevel_rand	0x34
XBowToHand	m_attackDur_rand	0x38
XBowToHand	m_attackPeakLevel_rand	0x3C
XBowToHand	m_scale	0x3C
XBowToHand	m_decayDur_rand	0x40
XBowToHand	m_sustainLevel_rand	0x44
XBowToHand	m_sustainDur_rand	0x48
XBowToHand	m_releaseDur_rand	0x4C
XBowToHand	m_releaseLevel_rand	0x50
XBowToHand	m_startDisguised	0x234
XBowToHand	m_canChangeDisguise	0x235
XBowToHand	m_levelContainsNakedSteef	0x236
XBowToHand	m_startNaked	0x237
XBowToHand	m_pipeDebugView	0x238
XBowToHand	m_sunLightColor	0x23C
XBowToHand	m_sunLightDirection	0x24C
XBowToHand	m_sunLightIntensity	0x258
XBowToHand	m_sunLightNormalHardness	0x25C
XBowToHand	m_lightmapperTexelSize	0x260
XBowToHand	m_lightmapperCreaseAngleDegrees	0x264
XBowToHand	m_skyPrefsFile	0x268
XBowToHand	m_waterPrefsFile	0x26C
XBowToHand	m_audioPrefsFile	0x270
XBowToHand	m_levelWaveBankOverride	0x274
XBowToHand	m_flowMarkerPrefsFile	0x278
XBowToHand	m_townsfolkAnnoyedCue	0x280
